Acc_Species_Name,Class,Order ,Family,Genus,Species,Authority,Invasion.Status,Source
Hieracium crocatum Fr.,Magnoliopsida,Asterales,Asteraceae,Hieracium,crocatum,Fr.,Nt,ILORA_Sp.Categorization.Metadata
Hippeastrum reginae (L.) Herb.,Liliopsida,Asparagales,Amaryllidaceae,Hippeastrum,reginae,(L.) Herb.,CA,ILORA_Sp.Categorization.Metadata
Hippobroma longiflora (L.) G.Don,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,longiflora,(L.) G.Don,CA,ILORA_Sp.Categorization.Metadata
Hippuris vulgaris L.,Magnoliopsida,Lamiales,Plantaginaceae,Hippuris,vulgaris,L.,CA,ILORA_Sp.Categorization.Metadata
Homalium ceylanicum (Gardner) Benth.,Magnoliopsida,Malpighiales,Salicaceae,Homalium,ceylanicum,(Gardner) Benth.,N,ILORA_Sp.Categorization.Metadata
Hordeum vulgare L.,Liliopsida,Poales,Poaceae,Hordeum,vulgare,L.,CA,ILORA_Sp.Categorization.Metadata
Hovenia dulcis Thunb.,Magnoliopsida,Rosales,Rhamnaceae,Hovenia,dulcis,Thunb.,Nt,ILORA_Sp.Categorization.Metadata
Howea forsteriana (F.Muell.) Becc.,Liliopsida,Arecales,Arecaceae,Howea,forsteriana,(F.Muell.) Becc.,CA,ILORA_Sp.Categorization.Metadata
Hoya carnosa (L.f.) R.Br.,Magnoliopsida,Gentianales,Apocynaceae,Hoya,carnosa,(L.f.) R.Br.,CA,ILORA_Sp.Categorization.Metadata
Humulus lupulus L.,Magnoliopsida,Rosales,Cannabaceae,Humulus,lupulus,L.,CA,ILORA_Sp.Categorization.Metadata
Hydrangea macrophylla (Thunb.) Ser.,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,macrophylla,(Thunb.) Ser.,CA,ILORA_Sp.Categorization.Metadata
Hydrocharis dubia (Blume) Backer,Liliopsida,Alismatales,Hydrocharitaceae,Hydrocharis,dubia,(Blume) Backer,N,ILORA_Sp.Categorization.Metadata
Hymenaea verrucosa Gaertn.,Magnoliopsida,Fabales,Fabaceae,Hymenaea,verrucosa,Gaertn.,CA,ILORA_Sp.Categorization.Metadata
Hymenocallis littoralis (Jacq.) Salisb.,Liliopsida,Asparagales,Amaryllidaceae,Hymenocallis,littoralis,(Jacq.) Salisb.,CA,ILORA_Sp.Categorization.Metadata
Hymenosporum flavum F.Muell.,Magnoliopsida,Apiales,Pittosporaceae,Hymenosporum,flavum,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Hyophorbe amaricaulis Mart.,Liliopsida,Arecales,Arecaceae,Hyophorbe,amaricaulis,Mart.,CA,ILORA_Sp.Categorization.Metadata
Hyophorbe verschaffeltii H.Wendl.,Liliopsida,Arecales,Arecaceae,Hyophorbe,verschaffeltii,H.Wendl.,CA,ILORA_Sp.Categorization.Metadata
Hyoscyamus niger L.,Magnoliopsida, Solanales,Solanaceae,Hyoscyamus,niger,L.,N,ILORA_Sp.Categorization.Metadata
Hypericum androsaemum L.,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,androsaemum,L.,CA,ILORA_Sp.Categorization.Metadata
Hypericum monogynum L.,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,monogynum,L.,CA,ILORA_Sp.Categorization.Metadata
Hypericum patulum Thunb.,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,patulum,Thunb.,CA,ILORA_Sp.Categorization.Metadata
Hyphaene thebaica (L.) Mart.,Liliopsida,Arecales,Arecaceae,Hyphaene,thebaica,(L.) Mart.,CA,ILORA_Sp.Categorization.Metadata
Hypochaeris glabra L.,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,glabra,L.,Nt,ILORA_Sp.Categorization.Metadata
Hypochaeris radicata L.,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,radicata,L.,CA,ILORA_Sp.Categorization.Metadata
Hypoestes sanguinolenta (Van Houtte) Hook.f.,Magnoliopsida,Lamiales,Acanthaceae,Hypoestes,sanguinolenta,(Van Houtte) Hook.f.,In,ILORA_Sp.Categorization.Metadata
Hyptis capitata Jacq.,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,capitata,Jacq.,In,ILORA_Sp.Categorization.Metadata
Hyptis pectinata (L.) Poit.,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,pectinata,(L.) Poit.,Nt,ILORA_Sp.Categorization.Metadata
Hyptis suaveolens (L.) Poit.,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,suaveolens,(L.) Poit.,In,ILORA_Sp.Categorization.Metadata
Iberis amara L.,Magnoliopsida,Brassicales,Brassicaceae,Iberis,amara,L.,CA,ILORA_Sp.Categorization.Metadata
Iberis umbellata L.,Magnoliopsida,Brassicales,Brassicaceae,Iberis,umbellata,L.,CA,ILORA_Sp.Categorization.Metadata
Ilex aquifolium L.,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,aquifolium,L.,CA,ILORA_Sp.Categorization.Metadata
Ilex cornuta Lindl. & Paxton,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,cornuta,Lindl. & Paxton,CA,ILORA_Sp.Categorization.Metadata
Illicium cambodianum Hance,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,cambodianum,Hance,CA,ILORA_Sp.Categorization.Metadata
Impatiens balsamina L.,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,balsamina,L.,N,ILORA_Sp.Categorization.Metadata
Impatiens repens Moon ex Wight,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,repens,Moon ex Wight,CA,ILORA_Sp.Categorization.Metadata
Impatiens walleriana Hook.f.,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,walleriana,Hook.f.,CA,ILORA_Sp.Categorization.Metadata
Imperata cylindrica (L.) Raeusch.,Liliopsida,Poales,Poaceae,Imperata,cylindrica,(L.) Raeusch.,Nt,ILORA_Sp.Categorization.Metadata
Indigofera arrecta A.Rich.,Magnoliopsida,Fabales,Fabaceae,Indigofera,arrecta,A.Rich.,CA,ILORA_Sp.Categorization.Metadata
Indigofera linnaei Ali,Magnoliopsida,Fabales,Fabaceae,Indigofera,linnaei,Ali,N,ILORA_Sp.Categorization.Metadata
Indigofera spicata Forssk.,Magnoliopsida,Fabales,Fabaceae,Indigofera,spicata,Forssk.,In,ILORA_Sp.Categorization.Metadata
Indigofera trita L.f.,Magnoliopsida,Fabales,Fabaceae,Indigofera,trita,L.f.,N,ILORA_Sp.Categorization.Metadata
Iochroma cyaneum (Lindl.) M.L.Green,Magnoliopsida, Solanales,Solanaceae,Iochroma,cyaneum,(Lindl.) M.L.Green,CA,ILORA_Sp.Categorization.Metadata
Ipomoea aquatica Forssk.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,aquatica,Forssk.,N,ILORA_Sp.Categorization.Metadata
Ipomoea asarifolia (Desr.) Roem. & Schult.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,asarifolia,(Desr.) Roem. & Schult.,N,ILORA_Sp.Categorization.Metadata
Ipomoea cairica (L.) Sweet,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,cairica,(L.) Sweet,N,ILORA_Sp.Categorization.Metadata
Ipomoea carnea Jacq.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,carnea,Jacq.,In,ILORA_Sp.Categorization.Metadata
Ipomoea coptica (L.) Roth ex Roem. & Schult.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,coptica,(L.) Roth ex Roem. & Schult.,N,ILORA_Sp.Categorization.Metadata
Ipomoea eriocarpa R.Br.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,eriocarpa,R.Br.,N,ILORA_Sp.Categorization.Metadata
Ipomoea fistulosa Mart. ex Choisy,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,fistulosa,Mart. ex Choisy,In,ILORA_Sp.Categorization.Metadata
Ipomoea grandifolia (Dammer) O'Donell,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,grandifolia,(Dammer) O'Donell,CA,ILORA_Sp.Categorization.Metadata
Ipomoea hederifolia L.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,hederifolia,L.,In,ILORA_Sp.Categorization.Metadata
Ipomoea horsfalliae Hook.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,horsfalliae,Hook.,CA,ILORA_Sp.Categorization.Metadata
Ipomoea indica (Burm.) Merr.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,indica,(Burm.) Merr.,In,ILORA_Sp.Categorization.Metadata
Ipomoea mauritiana Jacq.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,mauritiana,Jacq.,Nt,ILORA_Sp.Categorization.Metadata
Ipomoea muricata (L.) Jacq.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,muricata,(L.) Jacq.,Nt,ILORA_Sp.Categorization.Metadata
Ipomoea nil (L.) Roth,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,nil,(L.) Roth,CA,ILORA_Sp.Categorization.Metadata
Ipomoea obscura (L.) Ker Gawl.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,obscura,(L.) Ker Gawl.,N,ILORA_Sp.Categorization.Metadata
Ipomoea parasitica (Kunth) G.Don,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,parasitica,(Kunth) G.Don,CA,ILORA_Sp.Categorization.Metadata
Ipomoea pes-caprae (L.) R.Br.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,pes-caprae,(L.) R.Br.,N,ILORA_Sp.Categorization.Metadata
Ipomoea pes-tigridis L.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,pes-tigridis,L.,N,ILORA_Sp.Categorization.Metadata
Ipomoea purga (Wender.) Hayne,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,purga,(Wender.) Hayne,CA,ILORA_Sp.Categorization.Metadata
Ipomoea purpurea (L.) Roth,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,purpurea,(L.) Roth,In,ILORA_Sp.Categorization.Metadata
Ipomoea quamoclit L.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,quamoclit,L.,In,ILORA_Sp.Categorization.Metadata
Ipomoea rubriflora O'Donell,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,rubriflora,O'Donell,Nt,ILORA_Sp.Categorization.Metadata
Ipomoea tricolor Cav.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,tricolor,Cav.,Nt,ILORA_Sp.Categorization.Metadata
Ipomoea triloba L.,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,triloba,L.,Nt,ILORA_Sp.Categorization.Metadata
Ipomoea wolcottiana Rose,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,wolcottiana,Rose,CA,ILORA_Sp.Categorization.Metadata
Iris albicans Lange,Liliopsida,Asparagales,Iridaceae,Iris,albicans,Lange,CA,ILORA_Sp.Categorization.Metadata
Iris domestica (L.) Goldblatt & Mabb.,Liliopsida,Asparagales,Iridaceae,Iris,domestica,(L.) Goldblatt & Mabb.,Nt,ILORA_Sp.Categorization.Metadata
Iris japonica Thunb.,Liliopsida,Asparagales,Iridaceae,Iris,japonica,Thunb.,CA,ILORA_Sp.Categorization.Metadata
Iris pallida Lam.,Liliopsida,Asparagales,Iridaceae,Iris,pallida,Lam.,CA,ILORA_Sp.Categorization.Metadata
Iris reticulata M.Bieb.,Liliopsida,Asparagales,Iridaceae,Iris,reticulata,M.Bieb.,CA,ILORA_Sp.Categorization.Metadata
Iris spuria L.,Liliopsida,Asparagales,Iridaceae,Iris,spuria,L.,CA,ILORA_Sp.Categorization.Metadata
Iris tectorum Maxim.,Liliopsida,Asparagales,Iridaceae,Iris,tectorum,Maxim.,CA,ILORA_Sp.Categorization.Metadata
Iris unguicularis Poir.,Liliopsida,Asparagales,Iridaceae,Iris,unguicularis,Poir.,CA,ILORA_Sp.Categorization.Metadata
Iseilema laxum Hack.,Liliopsida,Poales,Poaceae,Iseilema,laxum,Hack.,N,ILORA_Sp.Categorization.Metadata
Ixora casei Hance,Magnoliopsida,Gentianales,Rubiaceae,Ixora,casei,Hance,CA,ILORA_Sp.Categorization.Metadata
Ixora finlaysoniana Wall. ex G.Don,Magnoliopsida,Gentianales,Rubiaceae,Ixora,finlaysoniana,Wall. ex G.Don,N,ILORA_Sp.Categorization.Metadata
Ixora javanica (Blume) DC.,Magnoliopsida,Gentianales,Rubiaceae,Ixora,javanica,(Blume) DC.,CA,ILORA_Sp.Categorization.Metadata
Jacobaea maritima (L.) Pelser & Meijden,Magnoliopsida,Asterales,Asteraceae,Jacobaea,maritima,(L.) Pelser & Meijden,CA,ILORA_Sp.Categorization.Metadata
Jacobinia ghiesbreghtiana (Lem.) Hemsl.,Magnoliopsida,Lamiales,Acanthaceae,Jacobinia,ghiesbreghtiana,(Lem.) Hemsl.,CA,ILORA_Sp.Categorization.Metadata
Jacquemontia ovalifolia (Choisy) Hallier f.,Magnoliopsida,Solanales,Convolvulaceae,Jacquemontia,ovalifolia,(Choisy) Hallier f.,CA,ILORA_Sp.Categorization.Metadata
Jacquinia armillaris Jacq.,Magnoliopsida,Ericales,Primulaceae,Jacquinia,armillaris,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Jasminum bignoniaceum Wall. & G.Don,Magnoliopsida,Lamiales,Oleaceae,Jasminum,bignoniaceum,Wall. & G.Don,N,ILORA_Sp.Categorization.Metadata
Jasminum laurifolium Roxb. ex Hornem.,Magnoliopsida,Lamiales,Oleaceae,Jasminum,laurifolium,Roxb. ex Hornem.,N,ILORA_Sp.Categorization.Metadata
Jasminum odoratissimum L.,Magnoliopsida,Lamiales,Oleaceae,Jasminum,odoratissimum,L.,CA,ILORA_Sp.Categorization.Metadata
Jasminum polyanthum Franch.,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,CA,ILORA_Sp.Categorization.Metadata
Jatropha curcas L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,curcas,L.,Nt,ILORA_Sp.Categorization.Metadata
Jatropha glandulifera Roxb.,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,glandulifera,Roxb.,N,ILORA_Sp.Categorization.Metadata
Jatropha gossypiifolia L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,gossypiifolia,L.,In,ILORA_Sp.Categorization.Metadata
Jatropha hernandiifolia Vent.,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,hernandiifolia,Vent.,CA,ILORA_Sp.Categorization.Metadata
Juglans regia L.,Magnoliopsida,Fagales,Juglandaceae,Juglans,regia,L.,N,ILORA_Sp.Categorization.Metadata
Juncus maritimus Lam.,Liliopsida,Poales,Juncaceae,Juncus,maritimus,Lam.,CA,ILORA_Sp.Categorization.Metadata
Justicia gendarussa Burm.f.,Magnoliopsida,Lamiales,Acanthaceae,Justicia,gendarussa,Burm.f.,CA,ILORA_Sp.Categorization.Metadata
Kaempferia elegans (Wall.) Baker,Liliopsida,Zingiberales,Zingiberaceae,Kaempferia,elegans,(Wall.) Baker,N,ILORA_Sp.Categorization.Metadata
Kalanchoe blossfeldiana Poelln.,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,blossfeldiana,Poelln.,CA,ILORA_Sp.Categorization.Metadata
Kalanchoe integra (Medik.) Kuntze,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,integra,(Medik.) Kuntze,N,ILORA_Sp.Categorization.Metadata
Kalanchoe marmorata Baker,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,marmorata,Baker,CA,ILORA_Sp.Categorization.Metadata
Kalanchoe velutina Welw. ex Britten,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,velutina,Welw. ex Britten,CA,ILORA_Sp.Categorization.Metadata
Kallstroemia pubescens (G.Don) Dandy,Magnoliopsida,Zygophyllales,Zygophyllaceae,Kallstroemia,pubescens,(G.Don) Dandy,Nt,ILORA_Sp.Categorization.Metadata
Kerria japonica (L.) DC.,Magnoliopsida,Rosales,Rosaceae,Kerria,japonica,(L.) DC.,CA,ILORA_Sp.Categorization.Metadata
Khaya grandifoliola C.DC.,Magnoliopsida,Sapindales,Meliaceae,Khaya,grandifoliola,C.DC.,CA,ILORA_Sp.Categorization.Metadata
Kniphofia uvaria (L.) Oken,Liliopsida,Asparagales,Asphodelaceae,Kniphofia,uvaria,(L.) Oken,CA,ILORA_Sp.Categorization.Metadata
Koeleria macrantha (Ledeb.) Schult.,Liliopsida,Poales,Poaceae,Koeleria,macrantha,(Ledeb.) Schult.,N,ILORA_Sp.Categorization.Metadata
Kyllinga polyphylla Willd. ex Kunth,Liliopsida,Poales,Cyperaceae,Kyllinga,polyphylla,Willd. ex Kunth,CA,ILORA_Sp.Categorization.Metadata
Lafoensia vandelliana Cham. & Schltdl.,Magnoliopsida,Myrtales,Lythraceae,Lafoensia,vandelliana,Cham. & Schltdl.,CA,ILORA_Sp.Categorization.Metadata
Lagascea mollis Cav.,Magnoliopsida,Asterales,Asteraceae,Lagascea,mollis,Cav.,In,ILORA_Sp.Categorization.Metadata
Lagenaria siceraria (Molina) Standl.,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,siceraria,(Molina) Standl.,CA,ILORA_Sp.Categorization.Metadata
Lagerstroemia duperreana Pierre ex Gagnep.,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,duperreana,Pierre ex Gagnep.,CA,ILORA_Sp.Categorization.Metadata
Laggera aurita Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Laggera,aurita,Sch.Bip.,N,ILORA_Sp.Categorization.Metadata
Lagurus ovatus L.,Liliopsida,Poales,Poaceae,Lagurus,ovatus,L.,CA,ILORA_Sp.Categorization.Metadata
Lampranthus spectabilis (Haw.) N.E.Br.,Magnoliopsida,Caryophyllales,Aizoaceae,Lampranthus,spectabilis,(Haw.) N.E.Br.,CA,ILORA_Sp.Categorization.Metadata
Lantana camara L.,Magnoliopsida,Lamiales,Verbenaceae,Lantana,camara,L.,In,ILORA_Sp.Categorization.Metadata
Lantana canescens Kunth,Magnoliopsida,Lamiales,Verbenaceae,Lantana,canescens,Kunth,CA,ILORA_Sp.Categorization.Metadata
Lantana involucrata L.,Magnoliopsida,Lamiales,Verbenaceae,Lantana,involucrata,L.,CA,ILORA_Sp.Categorization.Metadata
Lantana montevidensis (Spreng.) Briq.,Magnoliopsida,Lamiales,Verbenaceae,Lantana,montevidensis,(Spreng.) Briq.,CA,ILORA_Sp.Categorization.Metadata
Lantana nivea Vent.,Magnoliopsida,Lamiales,Verbenaceae,Lantana,nivea,Vent.,CA,ILORA_Sp.Categorization.Metadata
Lantana scabrida Aiton,Magnoliopsida,Lamiales,Verbenaceae,Lantana,scabrida,Aiton,CA,ILORA_Sp.Categorization.Metadata
Lantana splendens Medik.,Magnoliopsida,Lamiales,Verbenaceae,Lantana,splendens,Medik.,CA,ILORA_Sp.Categorization.Metadata
Lantana trifolia L.,Magnoliopsida,Lamiales,Verbenaceae,Lantana,trifolia,L.,Nt,ILORA_Sp.Categorization.Metadata
Lantana veronicifolia Hayek,Magnoliopsida,Lamiales,Verbenaceae,Lantana,veronicifolia,Hayek,N,ILORA_Sp.Categorization.Metadata
Laportea aestuans (L.) Chew,Magnoliopsida,Rosales,Urticaceae,Laportea,aestuans,(L.) Chew,CA,ILORA_Sp.Categorization.Metadata
Latania lontaroides (Gaertn.) H.E.Moore,Liliopsida,Arecales,Arecaceae,Latania,lontaroides,(Gaertn.) H.E.Moore,N,ILORA_Sp.Categorization.Metadata
Lathyrus aphaca L.,Magnoliopsida,Fabales,Fabaceae,Lathyrus,aphaca,L.,N,ILORA_Sp.Categorization.Metadata
Lathyrus odoratus L.,Magnoliopsida,Fabales,Fabaceae,Lathyrus,odoratus,L.,CA,ILORA_Sp.Categorization.Metadata
Lathyrus sativus L.,Magnoliopsida,Fabales,Fabaceae,Lathyrus,sativus,L.,CA,ILORA_Sp.Categorization.Metadata
Launaea intybacea (Jacq.) Beauverd,Magnoliopsida,Asterales,Asteraceae,Launaea,intybacea,(Jacq.) Beauverd,CA,ILORA_Sp.Categorization.Metadata
Laurus nobilis L.,Magnoliopsida,Laurales,Lauraceae,Laurus,nobilis,L.,CA,ILORA_Sp.Categorization.Metadata
Lavandula angustifolia Mill.,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,angustifolia,Mill.,CA,ILORA_Sp.Categorization.Metadata
Lawsonia inermis L.,Magnoliopsida,Myrtales,Lythraceae,Lawsonia,inermis,L.,N,ILORA_Sp.Categorization.Metadata
Leea guineense G.Don,Magnoliopsida,Vitales,Vitaceae,Leea,guineense,G.Don,CG,ILORA_Sp.Categorization.Metadata
Leersia hexandra Sw.,Liliopsida,Poales,Poaceae,Leersia,hexandra,Sw.,N,ILORA_Sp.Categorization.Metadata
Lemna perpusilla Torr.,Liliopsida,Alismatales,Araceae,Lemna,perpusilla,Torr.,CA,ILORA_Sp.Categorization.Metadata
Lemna turionifera Landolt,Liliopsida,Alismatales,Araceae,Lemna,turionifera,Landolt,N,ILORA_Sp.Categorization.Metadata
Leonotis leonurus (L.) R.Br.,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,leonurus,(L.) R.Br.,CA,ILORA_Sp.Categorization.Metadata
Leonotis nepetifolia (L.) R.Br.,Magnoliopsida,Lamiales,Lamiaceae,Leonotis,nepetifolia,(L.) R.Br.,In,ILORA_Sp.Categorization.Metadata
Lepidium didymum L.,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,didymum,L.,In,ILORA_Sp.Categorization.Metadata
Lepidium ruderale L.,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,ruderale,L.,Nt,ILORA_Sp.Categorization.Metadata
Lepidium sativum L.,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,sativum,L.,Nt,ILORA_Sp.Categorization.Metadata
Lepidium virginicum L.,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,virginicum,L.,Nt,ILORA_Sp.Categorization.Metadata
Leptospermum polygalifolium Salisb.,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,polygalifolium,Salisb.,CA,ILORA_Sp.Categorization.Metadata
Leptospermum trinervium (Sm.) Joy Thomps.,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,trinervium,(Sm.) Joy Thomps.,CA,ILORA_Sp.Categorization.Metadata
Leptothrium senegalense (Kunth) Clayton,Liliopsida,Poales,Poaceae,Leptothrium,senegalense,(Kunth) Clayton,N,ILORA_Sp.Categorization.Metadata
Lespedeza bicolor Turcz.,Magnoliopsida,Fabales,Fabaceae,Lespedeza,bicolor,Turcz.,CA,ILORA_Sp.Categorization.Metadata
Leucadendron argenteum (L.) R.Br.,Magnoliopsida,Proteales,Proteaceae,Leucadendron,argenteum,(L.) R.Br.,CA,ILORA_Sp.Categorization.Metadata
Leucaena diversifolia (Schltdl.) Benth.,Magnoliopsida,Fabales,Fabaceae,Leucaena,diversifolia,(Schltdl.) Benth.,CA,ILORA_Sp.Categorization.Metadata
Leucaena leucocephala (Lam.) de Wit,Magnoliopsida,Fabales,Fabaceae,Leucaena,leucocephala,(Lam.) de Wit,Nt,ILORA_Sp.Categorization.Metadata
Leucanthemum vulgare (Vaill.) Lam.,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,vulgare,(Vaill.) Lam.,In,ILORA_Sp.Categorization.Metadata
Leucas martinicensis (Jacq.) R.Br.,Magnoliopsida,Lamiales,Lamiaceae,Leucas,martinicensis,(Jacq.) R.Br.,N,ILORA_Sp.Categorization.Metadata
Leucojum aestivum L.,Liliopsida,Asparagales,Amaryllidaceae,Leucojum,aestivum,L.,CA,ILORA_Sp.Categorization.Metadata
Leucophyllum frutescens (Berland.) I.M.Johnst.,Magnoliopsida,Lamiales,Scrophulariaceae,Leucophyllum,frutescens,(Berland.) I.M.Johnst.,CA,ILORA_Sp.Categorization.Metadata
Licuala spinosa Wurmb,Liliopsida,Arecales,Arecaceae,Licuala,spinosa,Wurmb,N,ILORA_Sp.Categorization.Metadata
Lilium lancifolium Thunb.,Liliopsida,Liliales,Liliaceae,Lilium,lancifolium,Thunb.,CA,ILORA_Sp.Categorization.Metadata
Limnanthes douglasii R.Br.,Magnoliopsida,Brassicales,Limnanthaceae,Limnanthes,douglasii,R.Br.,CA,ILORA_Sp.Categorization.Metadata
Limnocharis flava (L.) Buchenau,Liliopsida,Alismatales,Alismataceae,Limnocharis,flava,(L.) Buchenau,Nt,ILORA_Sp.Categorization.Metadata
Linaria purpurea (L.) Mill.,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,purpurea,(L.) Mill.,CA,ILORA_Sp.Categorization.Metadata
Linum usitatissimum L.,Magnoliopsida,Malpighiales,Linaceae,Linum,usitatissimum,L.,CA,ILORA_Sp.Categorization.Metadata
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,Magnoliopsida,Lamiales,Verbenaceae,Lippia,alba,(Mill.) N.E.Br. ex Britton & P.Wilson,In,ILORA_Sp.Categorization.Metadata
Lobelia chinensis Lour.,Magnoliopsida,Asterales,Campanulaceae,Lobelia,chinensis,Lour.,N,ILORA_Sp.Categorization.Metadata
Lolium multiflorum Lam.,Liliopsida,Poales,Poaceae,Lolium,multiflorum,Lam.,CA,ILORA_Sp.Categorization.Metadata
Lolium perenne L.,Liliopsida,Poales,Poaceae,Lolium,perenne,L.,N,ILORA_Sp.Categorization.Metadata
Lolium temulentum L.,Liliopsida,Poales,Poaceae,Lolium,temulentum,L.,Nt,ILORA_Sp.Categorization.Metadata
Lonchocarpus capassa Rolfe,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,capassa,Rolfe,CA,ILORA_Sp.Categorization.Metadata
Lonchocarpus guillemineanus (Tul.) Malme,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,guillemineanus,(Tul.) Malme,CA,ILORA_Sp.Categorization.Metadata
Lonchocarpus sericeus (Poir.) DC.,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,sericeus,(Poir.) DC.,CA,ILORA_Sp.Categorization.Metadata
Lonicera caprifolium L.,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,caprifolium,L.,CA,ILORA_Sp.Categorization.Metadata
Lonicera confusa DC.,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,confusa,DC.,CA,ILORA_Sp.Categorization.Metadata
Lonicera etrusca Santi,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,etrusca,Santi,CA,ILORA_Sp.Categorization.Metadata
Lonicera japonica Thunb.,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,japonica,Thunb.,CA,ILORA_Sp.Categorization.Metadata
Lonicera periclymenum L.,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,periclymenum,L.,CA,ILORA_Sp.Categorization.Metadata
Lophospermum erubescens D.Don,Magnoliopsida,Lamiales,Plantaginaceae,Lophospermum,erubescens,D.Don,CA,ILORA_Sp.Categorization.Metadata
Lophospermum scandens D.Don,Magnoliopsida,Lamiales,Plantaginaceae,Lophospermum,scandens,D.Don,CA,ILORA_Sp.Categorization.Metadata
Lotus jacobaeus L.,Magnoliopsida,Fabales,Fabaceae,Lotus,jacobaeus,L.,CA,ILORA_Sp.Categorization.Metadata
Ludwigia erecta (L.) H.Hara,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,erecta,(L.) H.Hara,Nt,ILORA_Sp.Categorization.Metadata
Ludwigia hyssopifolia (G.Don) Exell,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,hyssopifolia,(G.Don) Exell,Nt,ILORA_Sp.Categorization.Metadata
